objectid,title,description,creator,date,location,lcsh_loc,coverage,region,relation,digital_collection,holding_institution,source,findingaid,notes,original_file_number,identifier,rights,rightsstatement,original_format,type,language,format,filename,display_template,object_location,image_small,image_thumb
shattuck105,Ranger Weholt crossing Moose Creek,The glass slide reads: 'Weholt fording Moose Creek near Three Forks.',"Shattuck, C. H.",1904,Idaho;Idaho County,,United States--Idaho--Idaho County,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 45; 41-21",105-02-45,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck105.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck105.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck105_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck105_th.jpg
shattuck106,Pete King Cabin,The glass slide reads: 'Pete King Cabin and new ranger station. Lowell Idaho.',"Shattuck, C. H.",1904,Idaho;Idaho County,,United States--Idaho--Idaho County,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 46; 41-22",105-02-46,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck106.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck106.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck106_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck106_th.jpg
shattuck107,Three Forks Ranger Station,The glass slide reads: 'Three Forks Ranger Station.',"Shattuck, C. H.",1904,Idaho;Idaho County,,United States--Idaho--Idaho County,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 48; 41-24",105-02-48,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck107.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck107.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck107_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck107_th.jpg
shattuck108,"Grandfather Mountain, New Hampshire",The glass slide reads: 'Grandfather Mountain. White Mountains N.H.',"Shattuck, C. H.",1904,New Hampshire,,United States--New Hampshire,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 24; 35-24",0105-02-24,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck108.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck108.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck108_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck108_th.jpg
shattuck109,Trappers Cabin,The glass slide reads: 'Trappers Cabin White Sand Lake.',"Shattuck, C. H.",1904,Selway-Bitterroot Wilderness (Idaho and Mont.);White Sand Lake;Idaho;Idaho County,Selway-Bitterroot Wilderness (Idaho and Mont.);,United States--Idaho--Idaho County,White Sand Lake,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 49; 41-25",105-02-49,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck109.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck109.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck109_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck109_th.jpg
shattuck110,Falls Ranger Station,The glass slide reads: 'Falls Ranger Station Selway N.F.',"Shattuck, C. H.",1904,Selway-Bitterroot Wilderness (Idaho and Mont.);Quartz Mountain;Idaho;Bonner County,Selway-Bitterroot Wilderness (Idaho and Mont.);,United States--Idaho--Bonner County,Quartz Mountain,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 50; 41-26",105-02-50,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck110.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck110.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck110_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck110_th.jpg
shattuck111,Red Fir and Cedar,The glass slide reads: 'Red Fir and Cedar. Puget Sound Or.',"Shattuck, C. H.",1904,Washington,,United States--Washington,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,The end of the film,"PG 105, Box 2, Slide 25; 35-31",0105-02-25,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck111.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck111.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck111_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck111_th.jpg
shattuck112,Loess Formation,"The glass slide reads: 'Fine wind-blown sand. Loess formation on Missouri River St. Joe, Mo.'","Shattuck, C. H.",1904,Missouri,,United States--Missouri,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 26; 35-32",0105-02-26,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck112.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck112.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck112_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck112_th.jpg
shattuck113,Yellow Pine Stump [1],Unidentified man standing next to a stump. The glass slide reads: '4 ft yellow pine stump cracked with 14 sticks of dynamite.',"Shattuck, C. H.",1904,Washington,,United States--Washington,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 56; 48.9",105-02-56,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck113.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck113.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck113_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck113_th.jpg
shattuck114,Explosion of stump [1],"The glass slide reads: 'The down logs and trash were piled before the stumps were removed. Fig, 2. Plot I.'","Shattuck, C. H.",1904,Washington,,United States--Washington,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 57; 48.12",105-02-57,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck114.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck114.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck114_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck114_th.jpg
shattuck115,View of Plot I,"The glass slide reads: 'View across Plot I showing part of slough after it was cleaned out. Fig, 4. Plot I.'","Shattuck, C. H.",1904,Washington,,United States--Washington,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 58",105-02-58,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck115.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck115.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck115_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck115_th.jpg
shattuck116,Slough with Debris,The glass slide reads: 'Slough containing much down stuff. Fig. 5. Plot I.',"Shattuck, C. H.",1904,Washington,,United States--Washington,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 59",105-02-59,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck116.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck116.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck116_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck116_th.jpg
shattuck117,Forest Rangers,The glass slide reads: 'Forest rangers at dinner - White Sand Lake.',"Shattuck, C. H.",1904,Selway-Bitterroot Wilderness (Idaho and Mont.);White Sand Lake;Idaho;Idaho County,Selway-Bitterroot Wilderness (Idaho and Mont.);,United States--Idaho--Idaho County,White Sand Lake,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 51; 41-27",105-02-51,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck117.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck117.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck117_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck117_th.jpg
shattuck118,Blasting equipment,"The glass slide reads: 'Equipment for blasting on Plot I. Powder - Caps - Electric fuses - Safety fuse - Battery. Fig, 8.'","Shattuck, C. H.",1904,Washington,,United States--Washington,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 60",105-02-60,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck118.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck118.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck118_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck118_th.jpg
shattuck119,Explosion of stump [2],The glass slide reads: 'Forty one lbs. of dynamite removing 14 stumps averaging 20 inches. Fig. 11. Plot I.',"Shattuck, C. H.",1904,Washington,,United States--Washington,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 61; 48-18",105-02-61,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck119.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck119.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck119_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck119_th.jpg
shattuck120,Stump removal [1],The glass slide reads: 'Using double blocks and the additional use of single block. Fig. 15.',"Shattuck, C. H.",1904,Washington,,United States--Washington,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 62",105-02-62,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck120.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck120.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck120_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck120_th.jpg
shattuck121,Unidentified man by debris,Glass lantern slide of an unidentified man standing beside a pile of debris from stump removal project.,"Shattuck, C. H.",1904,Washington,,United States--Washington,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 63; 48-19",105-02-63,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck121.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck121.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck121_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck121_th.jpg
shattuck122,Red Fir stump,The glass slide reads: '41 inch Red Fir stump loaded with 10 lbs. of dynamite. Fig. 19.',"Shattuck, C. H.",1904,Washington,,United States--Washington,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 64; 48-21",105-02-64,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck122.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck122.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck122_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck122_th.jpg
